Tanggal;Waktu;Tegangan;Arus;SOC;Temperature;VCell_Max;VCell_Min;Max_Del_V;Avg_Del_V
2020-4-5;15:46:55;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:46:55;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:46:56;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:46:56;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:46:57;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:46:57;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:46:58;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:46:58;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:46:59;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:46:59;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:0;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:0;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:1;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:1;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:2;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:2;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:3;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:3;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:4;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:4;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:5;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:5;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:6;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:6;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:7;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:7;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:8;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:8;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:9;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:9;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:10;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:10;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:11;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:11;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:12;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:12;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:13;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:13;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:14;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:14;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:15;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:15;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:16;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:16;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:17;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:17;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:18;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:18;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:19;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:19;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:20;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:20;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:21;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:21;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:22;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:22;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:23;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:23;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:24;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:24;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:25;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:25;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:26;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:26;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:27;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:27;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:28;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:28;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:29;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:29;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:30;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:30;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:31;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:31;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:32;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:32;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:33;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:33;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:34;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:34;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:35;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:35;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:36;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:36;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:37;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:37;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:38;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:38;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:39;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:39;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:40;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:40;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:41;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:41;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:42;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:42;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:43;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:43;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:44;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:44;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:45;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
2020-4-5;15:47:45;0,00;0,00;0,0;0,0;3,980;3,980;0,000;0,000;
